species,class
Actinodura egertoni,Birds
Actinodura morrisoniana,Birds
Actinodura nipalensis,Birds
Actinodura ramsayi,Birds
Actinodura sodangorum,Birds
Actinodura souliei,Birds
Actinodura waldeni,Birds
Actitis hypoleucos,Birds
Actitis macularius,Birds
Actophilornis africanus,Birds
Actophilornis albinucha,Birds
Adelomyia melanogenys,Birds
Aechmophorus clarkii,Birds
Aechmophorus occidentalis,Birds
Aegithalos caudatus,Birds
Aegithalos concinnus,Birds
Aegithalos fuliginosus,Birds
Aegithalos iouschistos,Birds
Aegithalos leucogenys,Birds
Aegithalos niveogularis,Birds
Aegithina lafresnayei,Birds
Aegithina nigrolutea,Birds
Aegithina tiphia,Birds
Aegithina viridissima,Birds
Aegolius acadicus,Birds
Aegolius funereus,Birds
Aegolius harrisii,Birds
Aegolius ridgwayi,Birds
Aegotheles affinis,Birds
Aegotheles albertisi,Birds
Aegotheles archboldi,Birds
Aegotheles bennettii,Birds
Aegotheles crinifrons,Birds
Aegotheles cristatus,Birds
Aegotheles insignis,Birds
Aegotheles savesi,Birds
Aegotheles tatei,Birds
Aegotheles wallacii,Birds
Aegypius monachus,Birds
Aepypodius arfakianus,Birds
Aepypodius bruijnii,Birds
Aerodramus bartschi,Birds
Aerodramus brevirostris,Birds
Aerodramus elaphrus,Birds
Aerodramus francicus,Birds
Aerodramus fuciphagus,Birds
Aerodramus hirundinaceus,Birds
Aerodramus infuscatus,Birds
Aerodramus inquietus,Birds
Aerodramus leucophaeus,Birds
Aerodramus maximus,Birds
Aerodramus mearnsi,Birds
Aerodramus nuditarsus,Birds
Aerodramus orientalis,Birds
Aerodramus papuensis,Birds
Aerodramus pelewensis,Birds
Aerodramus salangana,Birds
Aerodramus sawtelli,Birds
Aerodramus spodiopygius,Birds
Aerodramus terraereginae,Birds
Aerodramus unicolor,Birds
Aerodramus vanikorensis,Birds
Aerodramus vulcanorum,Birds
Aerodramus whiteheadi,Birds
Aeronautes andecolus,Birds
Aeronautes montivagus,Birds
Aeronautes saxatalis,Birds
Aethia cristatella,Birds
Aethia psittacula,Birds
Aethia pusilla,Birds
Aethia pygmaea,Birds
Aethopyga bella,Birds
Aethopyga boltoni,Birds
Aethopyga christinae,Birds
Aethopyga duyvenbodei,Birds
Aethopyga eximia,Birds
Aethopyga flagrans,Birds
Aethopyga gouldiae,Birds
Aethopyga ignicauda,Birds
Aethopyga linaraborae,Birds
Aethopyga mystacalis,Birds
Aethopyga nipalensis,Birds
Aethopyga primigenia,Birds
Aethopyga pulcherrima,Birds
Aethopyga saturata,Birds
Aethopyga shelleyi,Birds
Aethopyga siparaja,Birds
Afropavo congensis,Birds
Afrotis afra,Birds
Afrotis afraoides,Birds
Agamia agami,Birds
Agapornis canus,Birds
Agapornis fischeri,Birds
Agapornis lilianae,Birds
Agapornis nigrigenis,Birds
Agapornis personatus,Birds
Agapornis pullarius,Birds
Agapornis roseicollis,Birds
Agapornis swindernianus,Birds
Agapornis taranta,Birds
Agelaioides badius,Birds
Agelaius assimilis,Birds
Agelaius humeralis,Birds
Agelaius phoeniceus,Birds
Agelaius tricolor,Birds
Agelaius xanthomus,Birds
Agelastes meleagrides,Birds
Agelastes niger,Birds
Agelasticus cyanopus,Birds
Agelasticus thilius,Birds
Agelasticus xanthophthalmus,Birds
Aglaeactis aliciae,Birds
Aglaeactis castelnaudii,Birds
Aglaeactis cupripennis,Birds
Aglaeactis pamela,Birds
Aglaiocercus berlepschi,Birds
Aglaiocercus coelestis,Birds
Aglaiocercus kingii,Birds
Agriornis albicauda,Birds
Agriornis lividus,Birds
Agriornis micropterus,Birds
Agriornis montanus,Birds
Agriornis murinus,Birds
Ailuroedus buccoides,Birds
Ailuroedus crassirostris,Birds
Ailuroedus melanotis,Birds
Aimophila notosticta,Birds
Aimophila rufescens,Birds
Aimophila ruficeps,Birds
Aix galericulata,Birds
Aix sponsa,Birds
Alaemon alaudipes,Birds
Alaemon hamertoni,Birds
Alauda arvensis,Birds
Alauda gulgula,Birds
Alauda japonica,Birds
Alauda razae,Birds
Alca torda,Birds
Alcedo atthis,Birds
Alcedo coerulescens,Birds
Alcedo euryzona,Birds
Alcedo hercules,Birds
Alcedo meninting,Birds
Alcedo peninsulae,Birds
Alcedo quadribrachys,Birds
Alcedo semitorquata,Birds
Alcippe brunnea,Birds
Alcippe brunneicauda,Birds
Alcippe castaneceps,Birds
Alcippe chrysotis,Birds
Alcippe cinerea,Birds
Alcippe cinereiceps,Birds
Alcippe danisi,Birds
Alcippe dubia,Birds
Alcippe formosana,Birds
Alcippe grotei,Birds
Alcippe klossi,Birds
Alcippe ludlowi,Birds
Alcippe manipurensis,Birds
Alcippe morrisonia,Birds
Alcippe nipalensis,Birds
Alcippe peracensis,Birds
Alcippe poioicephala,Birds
Alcippe pyrrhoptera,Birds
Alcippe ruficapilla,Birds
Alcippe rufogularis,Birds
Alcippe striaticollis,Birds
Alcippe variegaticeps,Birds
Alcippe vinipectus,Birds
Aleadryas rufinucha,Birds
Alectoris barbara,Birds
Alectoris chukar,Birds
Alectoris graeca,Birds
Alectoris magna,Birds
Alectoris melanocephala,Birds
Alectoris philbyi,Birds
Alectoris rufa,Birds
Alectroenas madagascariensis,Birds
Alectroenas pulcherrimus,Birds
Alectroenas sganzini,Birds
Alectrurus risora,Birds
Alectrurus tricolor,Birds
Alectura lathami,Birds
Alethe castanea,Birds
Alethe choloensis,Birds
Alethe diademata,Birds
Alethe fuelleborni,Birds
Alethe poliocephala,Birds
Alethe poliophrys,Birds
Alipiopsitta xanthops,Birds
Alisterus amboinensis,Birds
Alisterus chloropterus,Birds
Alisterus scapularis,Birds
Alle alle,Birds
Alopecoenas beccarii,Birds
Alopecoenas canifrons,Birds
Alopecoenas erythropterus,Birds
Alopecoenas hoedtii,Birds
Alopecoenas jobiensis,Birds
Alopecoenas johannae,Birds
Alopecoenas kubaryi,Birds
Alopecoenas rubescens,Birds
Alopecoenas sanctaecrucis,Birds
Alopecoenas stairi,Birds
Alopecoenas xanthonurus,Birds
Alophoixus affinis,Birds
Alophoixus bres,Birds
Alophoixus finschii,Birds
Alophoixus flaveolus,Birds
Alophoixus ochraceus,Birds
Alophoixus pallidus,Birds
Alophoixus phaeocephalus,Birds
Alopochelidon fucata,Birds
Alopochen aegyptiaca,Birds
Amadina erythrocephala,Birds
Amadina fasciata,Birds
Amalocichla incerta,Birds
Amalocichla sclateriana,Birds
Amandava amandava,Birds
Amandava formosa,Birds
Amandava subflava,Birds
Amaurocichla bocagei,Birds
Amaurolimnas concolor,Birds
Amaurornis cinerea,Birds
Amaurornis isabellina,Birds
Amaurornis magnirostris,Birds
Amaurornis marginalis,Birds
Amaurornis moluccana,Birds
Amaurornis olivacea,Birds
Amaurornis phoenicurus,Birds
Amaurospiza carrizalensis,Birds
Amaurospiza concolor,Birds
Amaurospiza moesta,Birds
Amazilia amabilis,Birds
Amazilia amazilia,Birds
Amazilia bartletti,Birds
Amazilia beryllina,Birds
Amazilia boucardi,Birds
Amazilia brevirostris,Birds
Amazilia candida,Birds
Amazilia castaneiventris,Birds
Amazilia chionogaster,Birds
Amazilia cupreicauda,Birds
Amazilia cyanifrons,Birds
Amazilia cyanocephala,Birds
Amazilia cyanura,Birds
Amazilia decora,Birds
Amazilia edward,Birds
Amazilia fimbriata,Birds
Amazilia franciae,Birds
Amazilia grayi,Birds
Amazilia humboldtii,Birds
Amazilia lactea,Birds
Amazilia leucogaster,Birds
Amazilia luciae,Birds
Amazilia rosenbergi,Birds
Amazilia rutila,Birds
Amazilia sapphirina,Birds
Amazilia saucerottei,Birds
Amazilia tobaci,Birds
Amazilia tzacatl,Birds
Amazilia versicolor,Birds
Amazilia violiceps,Birds
Amazilia viridicauda,Birds
Amazilia viridifrons,Birds
Amazilia viridigaster,Birds
Amazilia wagneri,Birds
Amazilia yucatanensis,Birds
Amazona aestiva,Birds
Amazona agilis,Birds
Amazona albifrons,Birds
Amazona amazonica,Birds
Amazona arausiaca,Birds
Amazona auropalliata,Birds
Amazona autumnalis,Birds
Amazona barbadensis,Birds
Amazona bodini,Birds
Amazona brasiliensis,Birds
Amazona collaria,Birds
Amazona diadema,Birds
Amazona dufresniana,Birds
Amazona farinosa,Birds
Amazona festiva,Birds
Amazona finschi,Birds
Amazona guatemalae,Birds
Amazona guildingii,Birds
Amazona imperialis,Birds
Amazona kawalli,Birds
Amazona leucocephala,Birds
Amazona lilacina,Birds
Amazona mercenarius,Birds
Amazona ochrocephala,Birds
Amazona oratrix,Birds
Amazona pretrei,Birds
Amazona rhodocorytha,Birds
Amazona tucumana,Birds
Amazona ventralis,Birds
Amazona versicolor,Birds
Amazona vinacea,Birds
Amazona viridigenalis,Birds
Amazona vittata,Birds
Amazona xantholora,Birds
Amazonetta brasiliensis,Birds
Amblycercus holosericeus,Birds
Amblyornis flavifrons,Birds
Amblyornis inornata,Birds
Amblyornis macgregoriae,Birds
Amblyornis subalaris,Birds
Amblyospiza albifrons,Birds
Amblyramphus holosericeus,Birds
Ammodramus aurifrons,Birds
Ammodramus bairdii,Birds
Ammodramus caudacutus,Birds
Ammodramus henslowii,Birds
Ammodramus humeralis,Birds
Ammodramus leconteii,Birds
Ammodramus maritimus,Birds
Ammodramus nelsoni,Birds
Ammodramus savannarum,Birds
Ammomanes cinctura,Birds
Ammomanes deserti,Birds
Ammomanes grayi,Birds
Ammomanes phoenicura,Birds
Ammoperdix griseogularis,Birds
Ammoperdix heyi,Birds
Ampeliceps coronatus,Birds
Ampelioides tschudii,Birds
Ampelion rubrocristatus,Birds
Ampelion rufaxilla,Birds
Amphilais seebohmi,Birds
Amphispiza belli,Birds
Amphispiza bilineata,Birds
Amphispiza quinquestriata,Birds
Amytornis ballarae,Birds
Amytornis barbatus,Birds
Amytornis dorotheae,Birds
Amytornis goyderi,Birds
Amytornis housei,Birds
Amytornis merrotsyi,Birds
Amytornis purnelli,Birds
Amytornis striatus,Birds
Amytornis textilis,Birds
Amytornis woodwardi,Birds
Anabacerthia amaurotis,Birds
Anabacerthia striaticollis,Birds
Anabacerthia variegaticeps,Birds
Anabazenops dorsalis,Birds
Anabazenops fuscus,Birds
Anairetes agilis,Birds
Anairetes agraphia,Birds
Anairetes alpinus,Birds
Anairetes fernandezianus,Birds
Anairetes flavirostris,Birds
Anairetes nigrocristatus,Birds
Anairetes parulus,Birds
Anairetes reguloides,Birds
Anaplectes rubriceps,Birds
Anarhynchus frontalis,Birds
Anas acuta,Birds
Anas albogularis,Birds
Anas andium,Birds
Anas aucklandica,Birds
Anas bahamensis,Birds
Anas bernieri,Birds
Anas capensis,Birds
Anas castanea,Birds
Anas chlorotis,Birds
Anas crecca,Birds
Anas eatoni,Birds
Anas erythrorhyncha,Birds
Anas flavirostris,Birds
Anas fulvigula,Birds
Anas georgica,Birds
Anas gibberifrons,Birds
Anas gracilis,Birds
Anas laysanensis,Birds
Anas luzonica,Birds
Anas melleri,Birds
Anas nesiotis,Birds
Anas platyrhynchos,Birds
Anas poecilorhyncha,Birds
Anas rubripes,Birds
Anas sparsa,Birds
Anas superciliosa,Birds
Anas undulata,Birds
Anas wyvilliana,Birds
Anas zonorhyncha,Birds
Anastomus lamelligerus,Birds
Anastomus oscitans,Birds
Ancistrops strigilatus,Birds
Andigena cucullata,Birds
Andigena hypoglauca,Birds
Andigena laminirostris,Birds
Andigena nigrirostris,Birds
Androdon aequatorialis,Birds
Andropadus ansorgei,Birds
Andropadus curvirostris,Birds
Andropadus gracilirostris,Birds
Andropadus gracilis,Birds
Andropadus importunus,Birds
Andropadus latirostris,Birds
Andropadus masukuensis,Birds
Andropadus milanjensis,Birds
Andropadus montanus,Birds
Andropadus nigriceps,Birds
Andropadus tephrolaemus,Birds
Andropadus virens,Birds
Androphobus viridis,Birds
Anhima cornuta,Birds
Anhinga anhinga,Birds
Anhinga melanogaster,Birds
Anhinga novaehollandiae,Birds
Anhinga rufa,Birds
Anisognathus igniventris,Birds
Anisognathus lacrymosus,Birds
Anisognathus melanogenys,Birds
Anisognathus notabilis,Birds
Anisognathus somptuosus,Birds
Anodorhynchus glaucus,Birds
Anodorhynchus hyacinthinus,Birds
Anodorhynchus leari,Birds
Anomalospiza imberbis,Birds
Anopetia gounellei,Birds
Anorrhinus austeni,Birds
Anorrhinus galeritus,Birds
Anorrhinus tickelli,Birds
Anous minutus,Birds
Anous stolidus,Birds
Anous tenuirostris,Birds
Anser albifrons,Birds
Anser anser,Birds
Anser brachyrhynchus,Birds
Anser caerulescens,Birds
Anser canagicus,Birds
Anser cygnoid,Birds
Anser erythropus,Birds
Anser fabalis,Birds
Anser indicus,Birds
Anser rossii,Birds
Anseranas semipalmata,Birds
Anthocephala floriceps,Birds
Anthochaera carunculata,Birds
Anthochaera chrysoptera,Birds
Anthochaera lunulata,Birds
Anthochaera paradoxa,Birds
Anthornis melanura,Birds
Anthoscopus caroli,Birds
Anthoscopus flavifrons,Birds
Anthoscopus minutus,Birds
Anthoscopus musculus,Birds
Anthoscopus parvulus,Birds
Anthoscopus punctifrons,Birds
Anthracoceros albirostris,Birds
Anthracoceros coronatus,Birds
Anthracoceros malayanus,Birds
Anthracoceros marchei,Birds
Anthracoceros montani,Birds
Anthracothorax aurulentus,Birds
Anthracothorax dominicus,Birds
Anthracothorax mango,Birds
Anthracothorax nigricollis,Birds
Anthracothorax prevostii,Birds
Anthracothorax veraguensis,Birds
Anthracothorax viridigula,Birds
Anthracothorax viridis,Birds
Anthreptes anchietae,Birds
Anthreptes aurantium,Birds
Anthreptes collaris,Birds
Anthreptes fraseri,Birds
Anthreptes gabonicus,Birds
Anthreptes longuemarei,Birds
Anthreptes malacensis,Birds
Anthreptes metallicus,Birds
Anthreptes neglectus,Birds
Anthreptes orientalis,Birds
Anthreptes pallidigaster,Birds
Anthreptes platurus,Birds
Anthreptes rectirostris,Birds
Anthreptes reichenowi,Birds
Anthreptes rhodolaemus,Birds
Anthreptes rubritorques,Birds
Anthreptes simplex,Birds
Anthreptes singalensis,Birds
Anthropoides paradiseus,Birds
Anthropoides virgo,Birds
Anthus antarcticus,Birds
Anthus berthelotii,Birds
Anthus bogotensis,Birds
Anthus brachyurus,Birds
Anthus caffer,Birds
Anthus campestris,Birds
Anthus cervinus,Birds
Anthus chacoensis,Birds
Anthus chloris,Birds
Anthus correndera,Birds
Anthus crenatus,Birds
Anthus furcatus,Birds
Anthus godlewskii,Birds
Anthus gustavi,Birds
Anthus gutturalis,Birds
Anthus hellmayri,Birds
Anthus hodgsoni,Birds
Anthus hoeschi,Birds
Anthus leucophrys,Birds
Anthus lineiventris,Birds
Anthus longicaudatus,Birds
Anthus lutescens,Birds
Anthus melindae,Birds
Anthus nattereri,Birds
Anthus nilghiriensis,Birds
Anthus novaeseelandiae,Birds
Anthus pallidiventris,Birds
Anthus petrosus,Birds
Anthus pratensis,Birds
Anthus richardi,Birds
Anthus roseatus,Birds
Anthus rubescens,Birds
Anthus rufulus,Birds
Anthus similis,Birds
Anthus sokokensis,Birds
Anthus spinoletta,Birds
Anthus spragueii,Birds
Anthus sylvanus,Birds
Anthus trivialis,Birds
Anthus vaalensis,Birds
Antigone antigone,Birds
Antigone canadensis,Birds
Antigone rubicunda,Birds
Antigone vipio,Birds
Antilophia bokermanni,Birds
Antilophia galeata,Birds
Antrostomus arizonae,Birds
Antrostomus badius,Birds
Antrostomus carolinensis,Birds
Antrostomus cubanensis,Birds
Antrostomus ekmani,Birds
Antrostomus noctitherus,Birds
Antrostomus ridgwayi,Birds
Antrostomus rufus,Birds
Antrostomus salvini,Birds
Antrostomus saturatus,Birds
Antrostomus sericocaudatus,Birds
Antrostomus vociferus,Birds
Anumbius annumbi,Birds
Anurophasis monorthonyx,Birds
Apalharpactes mackloti,Birds
Apalharpactes reinwardtii,Birds
Apalis bamendae,Birds
Apalis binotata,Birds
Apalis chapini,Birds
Apalis chariessa,Birds
Apalis chirindensis,Birds
Apalis cinerea,Birds
Apalis flavida,Birds
Apalis flavigularis,Birds
Apalis fuscigularis,Birds
Apalis goslingi,Birds
Apalis jacksoni,Birds
Apalis karamojae,Birds
Apalis lynesi,Birds
Apalis melanocephala,Birds
Apalis nigriceps,Birds
Apalis personata,Birds
Apalis porphyrolaema,Birds
Apalis ruddi,Birds
Apalis rufogularis,Birds
Apalis sharpii,Birds
Apalis thoracica,Birds
Apaloderma aequatoriale,Birds
Apaloderma narina,Birds
Apaloderma vittatum,Birds
Apalopteron familiare,Birds
Aphanotriccus audax,Birds
Aphanotriccus capitalis,Birds
Aphantochroa cirrochloris,Birds
Aphelocephala leucopsis,Birds
Aphelocephala nigricincta,Birds
Aphelocephala pectoralis,Birds
Aphelocoma californica,Birds
Aphelocoma coerulescens,Birds
Aphelocoma insularis,Birds
Aphelocoma ultramarina,Birds
Aphelocoma unicolor,Birds
Aphelocoma wollweberi,Birds
Aphrastura masafuerae,Birds
Aphrastura spinicauda,Birds
Aphrodroma brevirostris,Birds
Aplonis atrifusca,Birds
Aplonis brunneicapillus,Birds
Aplonis cantoroides,Birds
Aplonis cinerascens,Birds
Aplonis crassa,Birds
Aplonis dichroa,Birds
Aplonis feadensis,Birds
Aplonis grandis,Birds
Aplonis insularis,Birds
Aplonis magna,Birds
Aplonis metallica,Birds
Aplonis minor,Birds
Aplonis mysolensis,Birds
Aplonis mystacea,Birds
Aplonis opaca,Birds
Aplonis panayensis,Birds
Aplonis pelzelni,Birds
Aplonis santovestris,Birds
Aplonis striata,Birds
Aplonis tabuensis,Birds
Aplonis zelandica,Birds
Aplopelia larvata,Birds
Aprosmictus erythropterus,Birds
Aprosmictus jonquillaceus,Birds
Aptenodytes forsteri,Birds
Aptenodytes patagonicus,Birds
Apteryx australis,Birds
Apteryx haastii,Birds
Apteryx mantelli,Birds
Apteryx owenii,Birds
Apteryx rowi,Birds
Apus acuticauda,Birds
Apus affinis,Birds
Apus alexandri,Birds
Apus apus,Birds
Apus balstoni,Birds
Apus barbatus,Birds
Apus batesi,Birds
Apus berliozi,Birds
Apus bradfieldi,Birds
Apus caffer,Birds
Apus horus,Birds
Apus niansae,Birds
Apus nipalensis,Birds
Apus pacificus,Birds
Apus pallidus,Birds
Apus sladeniae,Birds
Apus unicolor,Birds
Aquila adalberti,Birds
Aquila africana,Birds
Aquila audax,Birds
Aquila chrysaetos,Birds
Aquila fasciata,Birds
Aquila gurneyi,Birds
Aquila heliaca,Birds
Aquila nipalensis,Birds
Aquila rapax,Birds
Aquila spilogaster,Birds
Aquila verreauxii,Birds
Ara ambiguus,Birds
Ara ararauna,Birds
Ara chloropterus,Birds
Ara glaucogularis,Birds
Ara macao,Birds
Ara militaris,Birds
Ara rubrogenys,Birds
Ara severus,Birds
Arachnothera affinis,Birds
Arachnothera chrysogenys,Birds
Arachnothera clarae,Birds
Arachnothera crassirostris,Birds
Arachnothera everetti,Birds
Arachnothera flavigaster,Birds
Arachnothera juliae,Birds
Arachnothera longirostra,Birds
Arachnothera magna,Birds
Arachnothera robusta,Birds
Aramides axillaris,Birds
Aramides cajaneus,Birds
Aramides calopterus,Birds
Aramides mangle,Birds
Aramides saracura,Birds
Aramides wolfi,Birds
Aramides ypecaha,Birds
Aramidopsis plateni,Birds
Aramus guarauna,Birds
Aratinga auricapillus,Birds
Aratinga jandaya,Birds
Aratinga maculata,Birds
Aratinga nenday,Birds
Aratinga solstitialis,Birds
Aratinga weddellii,Birds
Arborophila ardens,Birds
Arborophila atrogularis,Birds
Arborophila brunneopectus,Birds
Arborophila cambodiana,Birds
Arborophila campbelli,Birds
Arborophila charltonii,Birds
Arborophila chloropus,Birds
Arborophila crudigularis,Birds
Arborophila davidi,Birds
Arborophila gingica,Birds
Arborophila graydoni,Birds
Arborophila hyperythra,Birds
Arborophila javanica,Birds
Arborophila mandellii,Birds
Arborophila orientalis,Birds
Arborophila rolli,Birds
Arborophila rubrirostris,Birds
Arborophila rufipectus,Birds
Arborophila rufogularis,Birds
Arborophila sumatrana,Birds
